Zmienna;Typ informacji;Jednostka terytorialna;Płeć;Wiek - pojedyncze roczniki;Szereg czasowy;Wartość
Ludność;[osoba];POLSKA;Mężczyźni;45 lat;2012;232193
Ludność;[osoba];POLSKA;Kobiety;98 lat;2012;2727
Ludność;[osoba];POLSKA;Kobiety;71 lat;2012;151514
Ludność;[osoba];POLSKA;Kobiety;66 lat;2012;214483
Ludność;[osoba];POLSKA;Kobiety;58 lat;2012;299783
Ludność;[osoba];POLSKA;Kobiety;82 lata;2012;119508
Ludność;[osoba];POLSKA;Kobiety;52 lata;2012;275250
Ludność;[osoba];POLSKA;Kobiety;77 lat;2012;145883
Ludność;[osoba];POLSKA;Ogółem;65 lat;2012;430365
Ludność;[osoba];POLSKA;Ogółem;56 lat;2012;595171
Ludność;[osoba];POLSKA;Ogółem;76 lat;2012;244048
Ludność;[osoba];POLSKA;Ogółem;50 lat;2012;494759
Ludność;[osoba];POLSKA;Ogółem;81 lat;2012;188022
Ludność;[osoba];POLSKA;Mężczyźni;92 lata;2012;5957
Ludność;[osoba];POLSKA;Mężczyźni;80 lat;2012;68682
Ludność;[osoba];POLSKA;Mężczyźni;27 lat;2012;323994
Ludność;[osoba];POLSKA;Mężczyźni;21 lat;2012;272075
Ludność;[osoba];POLSKA;Mężczyźni;2 lata;2012;213109
Ludność;[osoba];POLSKA;Mężczyźni;25 lat;2012;294200
Ludność;[osoba];POLSKA;Mężczyźni;14 lat;2012;201264
Ludność;[osoba];POLSKA;Mężczyźni;47 lat;2012;235595
Ludność;[osoba];POLSKA;Mężczyźni;13 lat;2012;195098
Ludność;[osoba];POLSKA;Kobiety;59 lat;2012;297939
Ludność;[osoba];POLSKA;Mężczyźni;19 lat;2012;247068
Ludność;[osoba];POLSKA;Mężczyźni;100 lat i więcej;2012;720
Ludność;[osoba];POLSKA;Mężczyźni;40 lat;2012;267666
Ludność;[osoba];POLSKA;Kobiety;50 lat;2012;248685
Ludność;[osoba];POLSKA;Kobiety;38 lat;2012;281954
Ludność;[osoba];POLSKA;Ogółem;66 lat;2012;386360
Ludność;[osoba];POLSKA;Kobiety;61 lat;2012;289052
Ludność;[osoba];POLSKA;Ogółem;60 lat;2012;553335
Ludność;[osoba];POLSKA;Kobiety;56 lat;2012;307368
Ludność;[osoba];POLSKA;Mężczyźni;51 lat;2012;253816
Ludność;[osoba];POLSKA;Kobiety;11 lat;2012;179074
Ludność;[osoba];POLSKA;Mężczyźni;98 lat;2012;658
Ludność;[osoba];POLSKA;Mężczyźni;73 lata;2012;103881
Ludność;[osoba];POLSKA;Mężczyźni;79 lat;2012;72242
Ludność;[osoba];POLSKA;Ogółem;44 lata;2012;466311
Ludność;[osoba];POLSKA;Ogółem;55 lat;2012;603019
Ludność;[osoba];POLSKA;Ogółem;21 lat;2012;532567
Ludność;[osoba];POLSKA;Ogółem;5 lat;2012;404372
Ludność;[osoba];POLSKA;Ogółem;10 lat;2012;355058
Ludność;[osoba];POLSKA;Mężczyźni;63 lata;2012;222651
Ludność;[osoba];POLSKA;Mężczyźni;74 lata;2012;99562
Ludność;[osoba];POLSKA;Mężczyźni;58 lat;2012;273382
Ludność;[osoba];POLSKA;Mężczyźni;85 lat;2012;33430
Ludność;[osoba];POLSKA;Ogółem;14 lat;2012;391850
Ludność;[osoba];POLSKA;Mężczyźni;8 lat;2012;183885
Ludność;[osoba];POLSKA;Kobiety;42 lata;2012;243755
Ludność;[osoba];POLSKA;Mężczyźni;93 lata;2012;3868
Ludność;[osoba];POLSKA;Mężczyźni;88 lat;2012;17904
Ludność;[osoba];POLSKA;Kobiety;60 lat;2012;293145
Ludność;[osoba];POLSKA;Kobiety;55 lat;2012;310501
Ludność;[osoba];POLSKA;Kobiety;64 lata;2012;253576
Ludność;[osoba];POLSKA;Kobiety;7 lat;2012;180248
Ludność;[osoba];POLSKA;Kobiety;86 lat;2012;72583
Ludność;[osoba];POLSKA;Kobiety;80 lat;2012;130158
Ludność;[osoba];POLSKA;Kobiety;75 lat;2012;153330
Ludność;[osoba];POLSKA;Ogółem;90 lat;2012;46556
Ludność;[osoba];POLSKA;Ogółem;54 lata;2012;594770
Ludność;[osoba];POLSKA;Kobiety;70 lat;2012;142889
Ludność;[osoba];POLSKA;Kobiety;65 lat;2012;236133
Ludność;[osoba];POLSKA;Ogółem;6 lat;2012;383956
Ludność;[osoba];POLSKA;Kobiety;87 lat;2012;66042
Ludność;[osoba];POLSKA;Mężczyźni;89 lat;2012;15191
Ludność;[osoba];POLSKA;Mężczyźni;83 lata;2012;49426
Ludność;[osoba];POLSKA;Mężczyźni;78 lat;2012;78526
Ludność;[osoba];POLSKA;Mężczyźni;23 lata;2012;280305
Ludność;[osoba];POLSKA;Mężczyźni;18 lat;2012;236855
Ludność;[osoba];POLSKA;Kobiety;29 lat;2012;334960
Ludność;[osoba];POLSKA;Kobiety;23 lata;2012;269615
Ludność;[osoba];POLSKA;Kobiety;45 lat;2012;229732
Ludność;[osoba];POLSKA;Kobiety;18 lat;2012;227959
Ludność;[osoba];POLSKA;Kobiety;4 lata;2012;210903
Ludność;[osoba];POLSKA;Kobiety;47 lat;2012;234453
Ludność;[osoba];POLSKA;Kobiety;74 lata;2012;154886
Ludność;[osoba];POLSKA;Ogółem;92 lata;2012;24120
Ludność;[osoba];POLSKA;Ogółem;87 lat;2012;89924
Ludność;[osoba];POLSKA;Ogółem;98 lat;2012;3385
Ludność;[osoba];POLSKA;Ogółem;70 lat;2012;246597
Ludność;[osoba];POLSKA;Ogółem;45 lat;2012;461925
Ludność;[osoba];POLSKA;Ogółem;75 lat;2012;249510
Ludność;[osoba];POLSKA;Mężczyźni;64 lata;2012;213013
Ludność;[osoba];POLSKA;Mężczyźni;75 lat;2012;96180
Ludność;[osoba];POLSKA;Mężczyźni;7 lat;2012;189474
Ludność;[osoba];POLSKA;Mężczyźni;10 lat;2012;182207
Ludność;[osoba];POLSKA;Mężczyźni;86 lat;2012;27479
Ludność;[osoba];POLSKA;Mężczyźni;42 lata;2012;249034
Ludność;[osoba];POLSKA;Mężczyźni;37 lat;2012;300384
Ludność;[osoba];POLSKA;Mężczyźni;31 lat;2012;318453
Ludność;[osoba];POLSKA;Kobiety;95 lat;2012;5137
Ludność;[osoba];POLSKA;Mężczyźni;0lat;2012;194889
Ludność;[osoba];POLSKA;Ogółem;0lat;2012;378882
Ludność;[osoba];POLSKA;Mężczyźni;90 lat;2012;11240
Ludność;[osoba];POLSKA;Kobiety;48 lat;2012;240079
Ludność;[osoba];POLSKA;Kobiety;40 lat;2012;261347
Ludność;[osoba];POLSKA;Mężczyźni;9 lat;2012;180257
Ludność;[osoba];POLSKA;Mężczyźni;84 lata;2012;42272
Ludność;[osoba];POLSKA;Kobiety;53 lata;2012;293673
Ludność;[osoba];POLSKA;Kobiety;32 lata;2012;316410
Ludność;[osoba];POLSKA;Kobiety;27 lat;2012;314632
Ludność;[osoba];POLSKA;Kobiety;21 lat;2012;260492
Ludność;[osoba];POLSKA;Kobiety;16 lat;2012;207016
Ludność;[osoba];POLSKA;Kobiety;43 lata;2012;235718
Ludność;[osoba];POLSKA;Ogółem;73 lata;2012;260710
Ludność;[osoba];POLSKA;Ogółem;84 lata;2012;136373
Ludność;[osoba];POLSKA;Mężczyźni;68 lat;2012;115436
Ludność;[osoba];POLSKA;Ogółem;79 lat;2012;202572
Ludność;[osoba];POLSKA;Mężczyźni;62 lata;2012;237386
Ludność;[osoba];POLSKA;Mężczyźni;57 lat;2012;288216
Ludność;[osoba];POLSKA;Ogółem;97 lat;2012;3830
Ludność;[osoba];POLSKA;Kobiety;79 lat;2012;130330
Ludność;[osoba];POLSKA;Ogółem;86 lat;2012;100062
Ludność;[osoba];POLSKA;Kobiety;97 lat;2012;3113
Ludność;[osoba];POLSKA;Ogółem;91 lat;2012;32383
Ludność;[osoba];POLSKA;Ogółem;4 lata;2012;432201
Ludność;[osoba];POLSKA;Ogółem;34 lata;2012;618037
Ludność;[osoba];POLSKA;Ogółem;85 lat;2012;114115
Ludność;[osoba];POLSKA;Mężczyźni;52 lata;2012;266275
Ludność;[osoba];POLSKA;Ogółem;8 lat;2012;357916
Ludność;[osoba];POLSKA;Mężczyźni;69 lat;2012;109417
Ludność;[osoba];POLSKA;Mężczyźni;22 lata;2012;278026
Ludność;[osoba];POLSKA;Mężczyźni;11 lat;2012;188468
Ludność;[osoba];POLSKA;Mężczyźni;17 lat;2012;223111
Ludność;[osoba];POLSKA;Mężczyźni;44 lata;2012;234719
Ludność;[osoba];POLSKA;Mężczyźni;39 lat;2012;277872
Ludność;[osoba];POLSKA;Mężczyźni;33 lata;2012;323096
Ludność;[osoba];POLSKA;Mężczyźni;28 lat;2012;334497
Ludność;[osoba];POLSKA;Kobiety;72 lata;2012;157502
Ludność;[osoba];POLSKA;Kobiety;67 lat;2012;153779
Ludność;[osoba];POLSKA;Kobiety;6 lat;2012;186943
Ludność;[osoba];POLSKA;Kobiety;54 lata;2012;304476
Ludność;[osoba];POLSKA;Kobiety;83 lata;2012;105090
Ludność;[osoba];POLSKA;Ogółem;67 lat;2012;273818
Ludność;[osoba];POLSKA;Ogółem;63 lata;2012;485599
Ludność;[osoba];POLSKA;Ogółem;58 lat;2012;573165
Ludność;[osoba];POLSKA;Ogółem;61 lat;2012;540071
Ludność;[osoba];POLSKA;Ogółem;72 lata;2012;265319
Ludność;[osoba];POLSKA;Kobiety;92 lata;2012;18163
Ludność;[osoba];POLSKA;Mężczyźni;50 lat;2012;246074
Ludność;[osoba];POLSKA;Ogółem;17 lat;2012;436846
Ludność;[osoba];POLSKA;Ogółem;11 lat;2012;367542
Ludność;[osoba];POLSKA;Ogółem;28 lat;2012;658702
Ludność;[osoba];POLSKA;Mężczyźni;99 lat;2012;476
Ludność;[osoba];POLSKA;Kobiety;88 lat;2012;52467
Ludność;[osoba];POLSKA;Ogółem;48 lat;2012;480552
Ludność;[osoba];POLSKA;Ogółem;42 lata;2012;492789
Ludność;[osoba];POLSKA;Ogółem;59 lat;2012;566103
Ludność;[osoba];POLSKA;Ogółem;95 lat;2012;6533
Ludność;[osoba];POLSKA;Ogółem;9 lat;2012;351625
Ludność;[osoba];POLSKA;Mężczyźni;76 lat;2012;92122
Ludność;[osoba];POLSKA;Mężczyźni;54 lata;2012;290294
Ludność;[osoba];POLSKA;Mężczyźni;70 lat;2012;103708
Ludność;[osoba];POLSKA;Mężczyźni;65 lat;2012;194232
Ludność;[osoba];POLSKA;Mężczyźni;81 lat;2012;63959
Ludność;[osoba];POLSKA;Mężczyźni;6 lat;2012;197013
Ludność;[osoba];POLSKA;Mężczyźni;16 lat;2012;217945
Ludność;[osoba];POLSKA;Mężczyźni;38 lat;2012;290029
Ludność;[osoba];POLSKA;Mężczyźni;43 lata;2012;238825
Ludność;[osoba];POLSKA;Mężczyźni;32 lata;2012;324173
Ludność;[osoba];POLSKA;Mężczyźni;49 lat;2012;244324
Ludność;[osoba];POLSKA;Mężczyźni;1 rok;2012;203956
Ludność;[osoba];POLSKA;Mężczyźni;91 lat;2012;7740
Ludność;[osoba];POLSKA;Mężczyźni;41 lat;2012;256083
Ludność;[osoba];POLSKA;Mężczyźni;30 lat;2012;333746
Ludność;[osoba];POLSKA;Ogółem;100 lat i więcej;2012;3786
Ludność;[osoba];POLSKA;Mężczyźni;36 lat;2012;311252
Ludność;[osoba];POLSKA;Kobiety;100 lat i więcej;2012;3066
Ludność;[osoba];POLSKA;Kobiety;94 lata;2012;6902
Ludność;[osoba];POLSKA;Kobiety;13 lat;2012;185596
Ludność;[osoba];POLSKA;Mężczyźni;35 lat;2012;310869
Ludność;[osoba];POLSKA;Mężczyźni;24 lata;2012;288204
Ludność;[osoba];POLSKA;Kobiety;93 lata;2012;12681
Ludność;[osoba];POLSKA;Mężczyźni;3 lata;2012;222270
Ludność;[osoba];POLSKA;Ogółem;1 rok;2012;396482
Ludność;[osoba];POLSKA;Mężczyźni;46 lat;2012;233145
Ludność;[osoba];POLSKA;Ogółem;31 lat;2012;628988
Ludność;[osoba];POLSKA;Ogółem;77 lat;2012;231843
Ludność;[osoba];POLSKA;Ogółem;82 lata;2012;178155
Ludność;[osoba];POLSKA;Ogółem;71 lat;2012;259047
Ludność;[osoba];POLSKA;Mężczyźni;60 lat;2012;260190
Ludność;[osoba];POLSKA;Mężczyźni;71 lat;2012;107533
Ludność;[osoba];POLSKA;Kobiety;17 lat;2012;213735
Ludność;[osoba];POLSKA;Kobiety;28 lat;2012;324205
Ludność;[osoba];POLSKA;Kobiety;33 lata;2012;313112
Ludność;[osoba];POLSKA;Kobiety;22 lata;2012;267099
Ludność;[osoba];POLSKA;Kobiety;51 lat;2012;259120
Ludność;[osoba];POLSKA;Kobiety;44 lata;2012;231592
Ludność;[osoba];POLSKA;Kobiety;99 lat;2012;1797
Ludność;[osoba];POLSKA;Ogółem;16 lat;2012;424961
Ludność;[osoba];POLSKA;Ogółem;27 lat;2012;638626
Ludność;[osoba];POLSKA;Ogółem;38 lat;2012;571983
Ludność;[osoba];POLSKA;Ogółem;30 lat;2012;657150
Ludność;[osoba];POLSKA;Ogółem;25 lat;2012;577908
Ludność;[osoba];POLSKA;Ogółem;36 lat;2012;614748
Ludność;[osoba];POLSKA;Ogółem;13 lat;2012;380694
Ludność;[osoba];POLSKA;Ogółem;2 lata;2012;414678
Ludność;[osoba];POLSKA;Mężczyźni;95 lat;2012;1396
Ludność;[osoba];POLSKA;Kobiety;0lat;2012;183993
Ludność;[osoba];POLSKA;Mężczyźni;5 lat;2012;207353
Ludność;[osoba];POLSKA;Kobiety;91 lat;2012;24643
Ludność;[osoba];POLSKA;Kobiety;30 lat;2012;323404
Ludność;[osoba];POLSKA;Kobiety;78 lat;2012;138092
Ludność;[osoba];POLSKA;Kobiety;89 lat;2012;44389
Ludność;[osoba];POLSKA;Ogółem;49 lat;2012;490571
Ludność;[osoba];POLSKA;Ogółem;43 lata;2012;474543
Ludność;[osoba];POLSKA;Ogółem;96 lat;2012;5120
Ludność;[osoba];POLSKA;Ogółem;78 lat;2012;216618
Ludność;[osoba];POLSKA;Ogółem;83 lata;2012;154516
Ludność;[osoba];POLSKA;Mężczyźni;72 lata;2012;107817
Ludność;[osoba];POLSKA;Mężczyźni;61 lat;2012;251019
Ludność;[osoba];POLSKA;Mężczyźni;67 lat;2012;120039
Ludność;[osoba];POLSKA;Mężczyźni;56 lat;2012;287803
Ludność;[osoba];POLSKA;Mężczyźni;94 lata;2012;1919
Ludność;[osoba];POLSKA;Ogółem;22 lata;2012;545125
Ludność;[osoba];POLSKA;Ogółem;39 lat;2012;549447
Ludność;[osoba];POLSKA;Kobiety;12 lat;2012;183959
Ludność;[osoba];POLSKA;Ogółem;33 lata;2012;636208
Ludność;[osoba];POLSKA;Kobiety;34 lata;2012;304761
Ludność;[osoba];POLSKA;Ogółem;53 lata;2012;576318
Ludność;[osoba];POLSKA;Kobiety;69 lat;2012;146376
Ludność;[osoba];POLSKA;Kobiety;63 lata;2012;262948
Ludność;[osoba];POLSKA;Kobiety;85 lat;2012;80685
Ludność;[osoba];POLSKA;Kobiety;8 lat;2012;174031
Ludność;[osoba];POLSKA;Mężczyźni;53 lata;2012;282645
Ludność;[osoba];POLSKA;Mężczyźni;87 lat;2012;23882
Ludność;[osoba];POLSKA;Ogółem;64 lata;2012;466589
Ludność;[osoba];POLSKA;Ogółem;7 lat;2012;369722
Ludność;[osoba];POLSKA;Ogółem;80 lat;2012;198840
Ludność;[osoba];POLSKA;Mężczyźni;59 lat;2012;268164
Ludność;[osoba];POLSKA;Kobiety;96 lat;2012;4061
Ludność;[osoba];POLSKA;Kobiety;90 lat;2012;35316
Ludność;[osoba];POLSKA;Mężczyźni;15 lat;2012;209138
Ludność;[osoba];POLSKA;Mężczyźni;20 lat;2012;256275
Ludność;[osoba];POLSKA;Mężczyźni;26 lat;2012;306036
Ludność;[osoba];POLSKA;Mężczyźni;48 lat;2012;240473
Ludność;[osoba];POLSKA;Kobiety;35 lat;2012;302017
Ludność;[osoba];POLSKA;Kobiety;3 lata;2012;211742
Ludność;[osoba];POLSKA;Kobiety;19 lat;2012;236626
Ludność;[osoba];POLSKA;Kobiety;24 lata;2012;278888
Ludność;[osoba];POLSKA;Kobiety;46 lat;2012;231424
Ludność;[osoba];POLSKA;Ogółem;26 lat;2012;603402
Ludność;[osoba];POLSKA;Ogółem;15 lat;2012;408347
Ludność;[osoba];POLSKA;Mężczyźni;97 lat;2012;717
Ludność;[osoba];POLSKA;Ogółem;37 lat;2012;593479
Ludność;[osoba];POLSKA;Kobiety;10 lat;2012;172851
Ludność;[osoba];POLSKA;Ogółem;20 lat;2012;502301
Ludność;[osoba];POLSKA;Mężczyźni;66 lat;2012;171877
Ludność;[osoba];POLSKA;Mężczyźni;55 lat;2012;292518
Ludność;[osoba];POLSKA;Ogółem;68 lat;2012;267351
Ludność;[osoba];POLSKA;Ogółem;62 lata;2012;511925
Ludność;[osoba];POLSKA;Mężczyźni;82 lata;2012;58647
Ludność;[osoba];POLSKA;Mężczyźni;77 lat;2012;85960
Ludność;[osoba];POLSKA;Kobiety;39 lat;2012;271575
Ludność;[osoba];POLSKA;Kobiety;68 lat;2012;151915
Ludność;[osoba];POLSKA;Kobiety;57 lat;2012;310669
Ludność;[osoba];POLSKA;Kobiety;62 lata;2012;274539
Ludność;[osoba];POLSKA;Kobiety;73 lata;2012;156829
Ludność;[osoba];POLSKA;Kobiety;84 lata;2012;94101
Ludność;[osoba];POLSKA;Kobiety;9 lat;2012;171368
Ludność;[osoba];POLSKA;Ogółem;18 lat;2012;464814
Ludność;[osoba];POLSKA;Ogółem;23 lata;2012;549920
Ludność;[osoba];POLSKA;Ogółem;32 lata;2012;640583
Ludność;[osoba];POLSKA;Ogółem;12 lat;2012;377624
Ludność;[osoba];POLSKA;Ogółem;29 lat;2012;678552
Ludność;[osoba];POLSKA;Ogółem;74 lata;2012;254448
Ludność;[osoba];POLSKA;Ogółem;69 lat;2012;255793
Ludność;[osoba];POLSKA;Ogółem;35 lat;2012;612886
Ludność;[osoba];POLSKA;Ogółem;3 lata;2012;434012
Ludność;[osoba];POLSKA;Ogółem;19 lat;2012;483694
Ludność;[osoba];POLSKA;Ogółem;41 lat;2012;508115
Ludność;[osoba];POLSKA;Ogółem;24 lata;2012;567092
Ludność;[osoba];POLSKA;Ogółem;40 lat;2012;529013
Ludność;[osoba];POLSKA;Ogółem;57 lat;2012;598885
Ludność;[osoba];POLSKA;Ogółem;46 lat;2013;460146
Ludność;[osoba];POLSKA;Ogółem;99 lat;2013;2444
Ludność;[osoba];POLSKA;Ogółem;93 lata;2013;19042
Ludność;[osoba];POLSKA;Kobiety;1 rok;2013;188715
Ludność;[osoba];POLSKA;Mężczyźni;96 lat;2013;987
Ludność;[osoba];POLSKA;Ogółem;51 lat;2013;491873
Ludność;[osoba];POLSKA;Kobiety;31 lat;2013;322808
Ludność;[osoba];POLSKA;Kobiety;26 lat;2013;283353
Ludność;[osoba];POLSKA;Kobiety;20 lat;2013;236455
Ludność;[osoba];POLSKA;Kobiety;15 lat;2013;190407
Ludność;[osoba];POLSKA;Kobiety;5 lat;2013;210743
Ludność;[osoba];POLSKA;Kobiety;25 lat;2013;278598
Ludność;[osoba];POLSKA;Kobiety;2 lata;2013;192607
Ludność;[osoba];POLSKA;Kobiety;14 lat;2013;185439
Ludność;[osoba];POLSKA;Kobiety;41 lat;2013;260833
Ludność;[osoba];POLSKA;Kobiety;36 lat;2013;301460
Ludność;[osoba];POLSKA;Kobiety;49 lat;2013;239340
Ludność;[osoba];POLSKA;Kobiety;81 lat;2013;123543
Ludność;[osoba];POLSKA;Kobiety;87 lat;2013;64615
Ludność;[osoba];POLSKA;Kobiety;76 lat;2013;149026
Ludność;[osoba];POLSKA;Ogółem;52 lata;2013;509654
Ludność;[osoba];POLSKA;Ogółem;94 lata;2013;12774
Ludność;[osoba];POLSKA;Ogółem;47 lat;2013;462596
Ludność;[osoba];POLSKA;Mężczyźni;12 lat;2013;188294
Ludność;[osoba];POLSKA;Mężczyźni;34 lata;2013;322346
Ludność;[osoba];POLSKA;Mężczyźni;29 lat;2013;334006
Ludność;[osoba];POLSKA;Mężczyźni;45 lat;2013;233618
Ludność;[osoba];POLSKA;Mężczyźni;4 lata;2013;222192
Ludność;[osoba];POLSKA;Ogółem;11 lat;2013;354742
Ludność;[osoba];POLSKA;Kobiety;98 lat;2013;2196
Ludność;[osoba];POLSKA;Kobiety;71 lat;2013;140461
Ludność;[osoba];POLSKA;Kobiety;66 lat;2013;233459
Ludność;[osoba];POLSKA;Kobiety;58 lat;2013;308830
Ludność;[osoba];POLSKA;Kobiety;82 lata;2013;116817
Ludność;[osoba];POLSKA;Kobiety;52 lata;2013;258129
Ludność;[osoba];POLSKA;Kobiety;77 lat;2013;147285
Ludność;[osoba];POLSKA;Ogółem;65 lat;2013;458699
Ludność;[osoba];POLSKA;Ogółem;56 lat;2013;597556
Ludność;[osoba];POLSKA;Ogółem;76 lat;2013;240104
Ludność;[osoba];POLSKA;Ogółem;50 lat;2013;487937
Ludność;[osoba];POLSKA;Ogółem;81 lat;2013;186668
Ludność;[osoba];POLSKA;Mężczyźni;92 lata;2013;6134
Ludność;[osoba];POLSKA;Mężczyźni;80 lat;2013;66978
Ludność;[osoba];POLSKA;Mężczyźni;10 lat;2013;180082
Ludność;[osoba];POLSKA;Mężczyźni;27 lat;2013;305582
Ludność;[osoba];POLSKA;Mężczyźni;21 lat;2013;255858
Ludność;[osoba];POLSKA;Kobiety;95 lat;2013;5204
Ludność;[osoba];POLSKA;Ogółem;0lat;2013;360195
Ludność;[osoba];POLSKA;Mężczyźni;2 lata;2013;204068
Ludność;[osoba];POLSKA;Mężczyźni;25 lat;2013;287776
Ludność;[osoba];POLSKA;Mężczyźni;14 lat;2013;194927
Ludność;[osoba];POLSKA;Mężczyźni;47 lat;2013;231784
Ludność;[osoba];POLSKA;Mężczyźni;13 lat;2013;193467
Ludność;[osoba];POLSKA;Kobiety;59 lat;2013;297771
Ludność;[osoba];POLSKA;Mężczyźni;19 lat;2013;236218
Ludność;[osoba];POLSKA;Mężczyźni;100 lat i więcej;2013;844
Ludność;[osoba];POLSKA;Mężczyźni;40 lat;2013;276935
Ludność;[osoba];POLSKA;Kobiety;50 lat;2013;245436
Ludność;[osoba];POLSKA;Kobiety;43 lata;2013;243201
Ludność;[osoba];POLSKA;Kobiety;38 lat;2013;292533
Ludność;[osoba];POLSKA;Kobiety;61 lat;2013;290850
Ludność;[osoba];POLSKA;Ogółem;60 lat;2013;559316
Ludność;[osoba];POLSKA;Ogółem;66 lat;2013;422475
Ludność;[osoba];POLSKA;Kobiety;56 lat;2013;308839
Ludność;[osoba];POLSKA;Mężczyźni;51 lat;2013;244080
Ludność;[osoba];POLSKA;Kobiety;11 lat;2013;172694
Ludność;[osoba];POLSKA;Mężczyźni;98 lat;2013;509
Ludność;[osoba];POLSKA;Mężczyźni;73 lata;2013;103291
Ludność;[osoba];POLSKA;Mężczyźni;79 lat;2013;73210
Ludność;[osoba];POLSKA;Ogółem;44 lata;2013;472915
Ludność;[osoba];POLSKA;Kobiety;97 lat;2013;2945
Ludność;[osoba];POLSKA;Ogółem;10 lat;2013;351292
Ludność;[osoba];POLSKA;Ogółem;55 lat;2013;589942
Ludność;[osoba];POLSKA;Ogółem;21 lat;2013;501682
Ludność;[osoba];POLSKA;Ogółem;5 lat;2013;431875
Ludność;[osoba];POLSKA;Mężczyźni;63 lata;2013;232270
Ludność;[osoba];POLSKA;Mężczyźni;74 lata;2013;99132
Ludność;[osoba];POLSKA;Mężczyźni;58 lat;2013;283983
Ludność;[osoba];POLSKA;Ogółem;2 lata;2013;396675
Ludność;[osoba];POLSKA;Mężczyźni;85 lat;2013;37436
Ludność;[osoba];POLSKA;Ogółem;14 lat;2013;380366
Ludność;[osoba];POLSKA;Mężczyźni;8 lat;2013;189285
Ludność;[osoba];POLSKA;Kobiety;42 lata;2013;251537
Ludność;[osoba];POLSKA;Kobiety;37 lat;2013;302939
Ludność;[osoba];POLSKA;Mężczyźni;93 lata;2013;4555
Ludność;[osoba];POLSKA;Mężczyźni;88 lat;2013;20174
Ludność;[osoba];POLSKA;Kobiety;60 lat;2013;295842
Ludność;[osoba];POLSKA;Kobiety;55 lat;2013;302995
Ludność;[osoba];POLSKA;Kobiety;64 lata;2013;260339
Ludność;[osoba];POLSKA;Kobiety;7 lat;2013;186779
Ludność;[osoba];POLSKA;Kobiety;86 lat;2013;73012
Ludność;[osoba];POLSKA;Kobiety;80 lat;2013;124516
Ludność;[osoba];POLSKA;Ogółem;88 lat;2013;78250
Ludność;[osoba];POLSKA;Kobiety;75 lat;2013;151125
Ludność;[osoba];POLSKA;Ogółem;54 lata;2013;571958
Ludność;[osoba];POLSKA;Kobiety;70 lat;2013;143999
Ludność;[osoba];POLSKA;Kobiety;65 lat;2013;250898
Ludność;[osoba];POLSKA;Ogółem;6 lat;2013;404041
Ludność;[osoba];POLSKA;Ogółem;89 lat;2013;60353
Ludność;[osoba];POLSKA;Mężczyźni;89 lat;2013;15067
Ludność;[osoba];POLSKA;Mężczyźni;83 lata;2013;53071
Ludność;[osoba];POLSKA;Mężczyźni;78 lat;2013;80507
Ludność;[osoba];POLSKA;Mężczyźni;94 lata;2013;2905
Ludność;[osoba];POLSKA;Mężczyźni;23 lata;2013;277605
Ludność;[osoba];POLSKA;Mężczyźni;18 lat;2013;222811
Ludność;[osoba];POLSKA;Kobiety;29 lat;2013;323697
Ludność;[osoba];POLSKA;Kobiety;23 lata;2013;266883
Ludność;[osoba];POLSKA;Kobiety;45 lat;2013;231031
Ludność;[osoba];POLSKA;Kobiety;18 lat;2013;213558
Ludność;[osoba];POLSKA;Kobiety;4 lata;2013;211687
Ludność;[osoba];POLSKA;Kobiety;47 lat;2013;230812
Ludność;[osoba];POLSKA;Kobiety;74 lata;2013;153345
Ludność;[osoba];POLSKA;Ogółem;92 lata;2013;26141
Ludność;[osoba];POLSKA;Ogółem;98 lat;2013;2705
Ludność;[osoba];POLSKA;Ogółem;70 lat;2013;249750
Ludność;[osoba];POLSKA;Ogółem;45 lat;2013;464649
Ludność;[osoba];POLSKA;Ogółem;75 lat;2013;245854
Ludność;[osoba];POLSKA;Mężczyźni;75 lat;2013;94729
Ludność;[osoba];POLSKA;Mężczyźni;7 lat;2013;196838
Ludność;[osoba];POLSKA;Mężczyźni;64 lata;2013;217568
Ludność;[osoba];POLSKA;Mężczyźni;86 lat;2013;29161
Ludność;[osoba];POLSKA;Mężczyźni;42 lata;2013;255088
Ludność;[osoba];POLSKA;Mężczyźni;37 lat;2013;310458
Ludność;[osoba];POLSKA;Mężczyźni;31 lat;2013;333125
Ludność;[osoba];POLSKA;Mężczyźni;0lat;2013;184960
Ludność;[osoba];POLSKA;Mężczyźni;90 lat;2013;12465
Ludność;[osoba];POLSKA;Kobiety;48 lat;2013;233776
Ludność;[osoba];POLSKA;Kobiety;40 lat;2013;271020
Ludność;[osoba];POLSKA;Mężczyźni;9 lat;2013;183730
Ludność;[osoba];POLSKA;Mężczyźni;84 lata;2013;44247
Ludność;[osoba];POLSKA;Kobiety;53 lata;2013;274184
Ludność;[osoba];POLSKA;Ogółem;20 lat;2013;483068
Ludność;[osoba];POLSKA;Kobiety;27 lat;2013;296926
Ludność;[osoba];POLSKA;Kobiety;32 lata;2013;309931
Ludność;[osoba];POLSKA;Kobiety;21 lat;2013;245824
Ludność;[osoba];POLSKA;Kobiety;16 lat;2013;199048
Ludność;[osoba];POLSKA;Ogółem;84 lata;2013;141574
Ludność;[osoba];POLSKA;Ogółem;73 lata;2013;257698
Ludność;[osoba];POLSKA;Ogółem;79 lat;2013;205887
